Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Goldtusk","3371413057","Whirlwind Blade | Relentless Strikes | Chain Reaction | Tireless Blade | Swordmaster's Guard | Jagged Edge | Whirlwind Blade | Jagged Edge | Relentless Strikes | Tireless Blade | Chain Reaction | Tempered Edge | Tempered Edge","147913470|1749209109|2396489472|2590710093|269888150|3666208348|3913600130|3959569796|4085959009|4183521337|598607952|766579919|938542991","GodPVE","","Goldtusk PVE God Roll","Blade: Jagged Edge or Tempered Edge
Guard: Swordmaster’s Guard
Perk 1: Relentless Strikes or Tireless Blade
Perk 2: Whirlwind Blade or Chain Reaction
Masterwork: Impact"
"Goldtusk","3371413057","Counterattack | Swordmaster's Guard | Counterattack | Jagged Edge | Jagged Edge | Valiant Charge | Valiant Charge | Tempered Edge | Tempered Edge","1145640183|269888150|3016987351|3666208348|3959569796|4274613598|4274614370|766579919|938542991","GodPVP","","Goldtusk PVP God Roll","Blade: Jagged Edge or Tempered Edge
Guard: Swordmaster’s Guard
Perk 1: Valiant Charge
Perk 2: Counterattack
Masterwork: Impact"
"False Idols","4207120603","Hungry Edge | Dealer's Choice | Balanced Guard | Chain Reaction | Incandescent | One for All | Incandescent | Hungry Edge | Balanced Guard | Chain Reaction | One for All","1498024248|1988485648|2338887882|2396489472|2675184851|4049631843|4293542123|436053704|52780822|598607952|859780267","GodPVE","","False Idols PVE God Roll","Blade: Hungry Edge
Guard: Balanced Guard
Perk 1: Incandescent
Perk 2: One for All (also good: Chain Reaction)
Masterwork: Impact"
"False Idols","4207120603","Vorpal Weapon | Dealer's Choice | Balanced Guard | Wellspring | Honed Edge | Vorpal Weapon | Wellspring | Honed Edge | Balanced Guard","1546637391|1988485648|2338887882|2675361166|2827049491|3418165135|3592538738|4270598587|52780822","GodPVP","","False Idols PVP God Roll","Blade: Honed Edge
Guard: Balanced Guard
Perk 1: Wellspring
Perk 2: Vorpal Weapon
Masterwork: Impact"
"Eighty-Six","2344383760","Elemental Honing | Swordmaster's Guard | Redirection | Relentless Strikes | Swordmaster's Guard | Redirection | Jagged Edge | Jagged Edge | Relentless Strikes | Bray Legacy | Bray Legacy | Elemental Honing","1089671869|125241418|1545231802|1749209109|269888150|3201496230|3666208348|3959569796|4085959009|4139916815|4232410959|496047945","GodPVE","","Eighty-Six PVE God Roll","Blade: Jagged Edge
Guard: Swordmaster’s Guard
Perk 1: Relentless Strikes (also good: Tireless Blade)
Perk 2: Elemental Honing (also good: Redirection)
Masterwork: Impact
Origin Trait: Bray Legacy"
"Dragoncult Sickle","3668817296","Swordmaster's Guard | Tireless Blade | Swordmaster's Guard | Honed Edge | Surrounded | Honed Edge","125241418|2590710093|269888150|2827049491|3708227201|4270598587","GodPVE","","Dragoncult Sickle PVE God Roll","Blade: Honed Edge
Guard: Swordmaster’s Guard
Perk 1: Tireless Blade
Perk 2: Surrounded
Masterwork: Impact"
"Dragoncult Sickle","3668817296","Tireless Blade | Golden Tricorn | Honed Edge | Burst Guard | Burst Guard | Honed Edge","2590710093|2610012052|2827049491|3625355092|3923000764|4270598587","GodPVP","","Dragoncult Sickle PVP God Roll","Blade: Honed Edge
Guard: Burst Guard
Perk 1: Tireless Blade
Perk 2: Golden Tricorn
Masterwork: Impact"
"Bequest","3366545721","Swordmaster's Guard | Relentless Strikes | Swordmaster's Guard | Jagged Edge | Surrounded | Jagged Edge | Relentless Strikes | Bray Inheritance | Surrounded","125241418|1749209109|269888150|3666208348|3708227201|3959569796|4085959009|766321425|781192741","GodPVE","","Bequest PVE God Roll","Blade: Jagged Edge
Guard: Swordmaster’s Guard
Perk 1: Relentless Strikes
Perk 2: Surrounded
Masterwork: Impact"
"Bequest","3366545721","Tireless Blade | Honed Edge | Assassin's Blade | Burst Guard | Assassin's Blade | Burst Guard | Tireless Blade | Honed Edge | Bray Inheritance","2590710093|2827049491|354401740|3625355092|3678483220|3923000764|4183521337|4270598587|766321425","GodPVP","","Bequest PVP God Roll","Blade: Honed Edge
Guard: Burst Guard
Perk 1: Tireless Blade
Perk 2: Assassin’s Blade
Masterwork: Impact"
"Abyssal Edge","547165496","Elemental Honing | Swordmaster's Guard | Relentless Strikes | Swordmaster's Guard | Slice | Surrounded | Relentless Strikes | Elemental Honing | Tempered Edge | Surrounded | Willing Vessel | Slice | Tempered Edge","1089671869|125241418|1749209109|269888150|3422796781|3708227201|4085959009|496047945|766579919|781192741|878237828|923806249|938542991","GodPVE","","Abyssal Edge PVE God Roll","Blade: Tempered Edge
Guard: Swordmasters Guard
Perk 1: Relentless Strikes (also good: Slice)
Perk 2: Elemental Honing (also good: Surrounded)
Masterwork: Impact"
"Abyssal Edge","547165496","En Garde | Demolitionist | Balanced Guard | Honed Edge | Demolitionist | Honed Edge | Valiant Charge | Valiant Charge | Balanced Guard | Sword Logic | Willing Vessel","1685431615|1906147653|2338887882|2827049491|3523296417|4270598587|4274613598|4274614370|52780822|639190697|878237828","GodPVP","","Abyssal Edge PVP God Roll","Blade: Honed Edge
Guard: Balanced Guard
Perk 1: Valiant Charge
Perk 2: Demolitionist (also good: Sword Logic, En Garde)
Masterwork: Impact"
"Abyssal Edge (Adept)","2712683313","Elemental Honing | Swordmaster's Guard | Relentless Strikes | Swordmaster's Guard | Slice | Surrounded | Relentless Strikes | Elemental Honing | Tempered Edge | Surrounded | Willing Vessel | Slice | Tempered Edge","1089671869|125241418|1749209109|269888150|3422796781|3708227201|4085959009|496047945|766579919|781192741|878237828|923806249|938542991","GodPVE","","Abyssal Edge PVE God Roll","Blade: Tempered Edge
Guard: Swordmasters Guard
Perk 1: Relentless Strikes (also good: Slice)
Perk 2: Elemental Honing (also good: Surrounded)
Masterwork: Impact"
"Abyssal Edge (Adept)","2712683313","En Garde | Demolitionist | Balanced Guard | Honed Edge | Sword Logic | En Garde | Demolitionist | Honed Edge | Valiant Charge | Valiant Charge | Balanced Guard | Sword Logic | Willing Vessel","1685431615|1906147653|2338887882|2827049491|31345821|3406782879|3523296417|4270598587|4274613598|4274614370|52780822|639190697|878237828","GodPVP","","Abyssal Edge PVP God Roll","Blade: Honed Edge
Guard: Balanced Guard
Perk 1: Valiant Charge
Perk 2: Demolitionist (also good: Sword Logic, En Garde)
Masterwork: Impact"
"Afterlight (Adept)","3953163559","Fluted Barrel | Accelerated Coils | Reservoir Burst | Lead from Gold | Fluted Barrel | Destabilizing Rounds | Ambitious Assassin | Destabilizing Rounds | Reservoir Burst | Lead from Gold | Ambitious Assassin | Discord | Accelerated Coils | Discord","1124871858|1279785143|1427256713|1556840489|1840239774|1926441324|2010801679|2048641572|254337357|3442762221|3797647183|3978468247|689005463|906981559","GodPVE","","Afterlight PVE God Roll","Barrel: Fluted Barrel
Magazine: Accelerated Coils
Perk 1: Discord or Lead from Gold (also good: Ambitious Assassin)
Perk 2: Reservoir Burst (also good: Destabilizing Rounds)
Masterwork: Charge Time
Origin Trait: Willing Vessel"
"Afterlight (Adept)","3953163559","Cornered | Under Pressure | Cornered | Successful Warm-Up | Arrowhead Brake | Particle Repeater | Under Pressure | Particle Repeater | Discord | Successful Warm-Up | Arrowhead Brake | Discord","1008128453|1645158859|1799762209|2652708987|3048246338|3081681954|3755250867|3868766766|3978468247|617966211|839105230|906981559","GodPVP","","Afterlight PVP God Roll","Barrel: Arrowhead Brake
Magazine: Particle Repeater
Perk 1: Under Pressure or Discord
Perk 2: Successful Warm-up or Cornered
Masterwork: Range or Stability
Origin Trait: Willing Vessel"
"Yeartide Apex","3293207827","Tex Balanced Stock | Fluted Barrel | Dream Work | Dream Work | Flared Magwell | Chaos Reshaped | Fluted Barrel | Demolitionist | Tex Balanced Stock | Attrition Orbs | Incandescent | Burning Ambition | Heal Clip | Flared Magwell | Demolitionist | Burning Ambition | Chaos Reshaped | Heal Clip | Incandescent | Attrition Orbs","1043703792|1124871858|1198287879|1380061575|1709045111|1817983009|1840239774|1906147653|2437618208|243981275|2675184851|2890807135|3017780555|3230963543|3523296417|3581929919|3640170453|4223976499|4293542123|984655331","GodPVE","","Yeartide Apex PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Heal Clip (also good: Demolitionist or Attrition Orbs)
Perk 2: Incandescent or Chaos Reshaped (also good: Burning Ambition)
Masterwork: Reload Speed
Origin Trait: Dream Work or Tex Balanced Stock"
"Yeartide Apex","3293207827","Dream Work | Dream Work | Smallbore | Chaos Reshaped | Ricochet Rounds | Ricochet Rounds | Lone Wolf | Lone Wolf | Smallbore | Target Lock | Heal Clip | Chaos Reshaped | Target Lock | Heal Clip","1198287879|1380061575|1482024992|1817983009|1885400500|1968098204|2073244114|2579169598|2860123632|2939589096|3017780555|3640170453|365154968|4223976499","GodPVP","","Yeartide Apex PVP God Roll","Barrel: Smallbore
Magazine: Ricochet Rounds
Perk 1: Lone Wolf (also good: Heal Clip)
Perk 2: Target Lock (also good: Chaos Reshaped)
Masterwork: Range
Origin Trait: Dream Work"
"The Recluse","1050806815","Smallbore | Flared Magwell | Destabilizing Rounds | Destabilizing Rounds | Desperate Measures | Indomitability | Repulsor Brace | Desperate Measures | Smallbore | Flared Magwell | Repulsor Brace","1482024992|1709045111|1926441324|2048641572|2109543898|2489430594|2541826827|2799030358|2860123632|3230963543|776531651","GodPVE","","The Recluse PVE God Roll - Void Build","VOID BUILD
Barrel: Smallbore
Magazine: Flared Magwell
Perk 1: Repulsor Brace
Perk 2: Desperate Measures (also good: Destabilizing Rounds)
Masterwork: Range or Stability"
"The Recluse","1050806815","Smallbore | Flared Magwell | Indomitability | Repulsor Brace | Smallbore | Frenzy | Flared Magwell | Surrounded | Threat Detector | Frenzy | Threat Detector | Repulsor Brace | Surrounded","1482024992|1709045111|2489430594|2541826827|2860123632|3007133316|3230963543|3708227201|4071163871|4104185692|494941759|776531651|781192741","GodPVE","","The Recluse PVE God Roll - Ad Clear Build","AD CLEAR BUILD
Barrel: Smallbore
Magazine: Flared Magwell
Perk 1: Repulsor Brace (also good: Threat Detector)
Perk 2: Frenzy (also good: Surrounded)
Masterwork: Range or Stability"
"The Recluse","1050806815","Hammer-Forged Rifling | Dynamic Sway Reduction | Ricochet Rounds | Ricochet Rounds | Indomitability | Master of Arms | Dynamic Sway Reduction | Master of Arms | Hammer-Forged Rifling","1147230557|1359896290|1885400500|1968098204|2489430594|2963273944|3060983774|3081867624|3250034553","GodPVP","","The Recluse PVP God Roll - 6v6 Modes","6V6 MODES
Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Dynamic Sway Reduction
Perk 2: Master of Arms
Masterwork: Range"
"The Recluse","1050806815","Hammer-Forged Rifling | Dynamic Sway Reduction | Tap the Trigger | Ricochet Rounds | Tap the Trigger | Ricochet Rounds | Indomitability | Dynamic Sway Reduction | Hammer-Forged Rifling","1147230557|1359896290|1523649716|1885400500|1890422124|1968098204|2489430594|3060983774|3250034553","GodPVP","","The Recluse PVP God Roll - 3v3 Modes","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Dynamic Sway Reduction
Perk 2: Tap the Trigger
Masterwork: Range"
"The Immortal","2872063099","Hatchling | Field-Tested | Fluted Barrel | Flared Magwell | Fluted Barrel | Demolitionist | Field-Tested | Attrition Orbs | Target Lock | Master of Arms | Master of Arms | Flared Magwell | Demolitionist | Target Lock | Hatchling | Attrition Orbs","102912326|1064478151|1124871858|1709045111|1840239774|1906147653|2120661319|243981275|2939589096|2963273944|3081867624|3230963543|3523296417|365154968|831391274|984655331","GodPVE","","The Immortal PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Attrition Orbs or Hatchling
Perk 2: Target Lock or Demolitionist (also good: Master of Arms)
Masterwork: Reload Speed
Origin Trait: Field-Tested"
"The Immortal","2872063099","Kill Clip | Dynamic Sway Reduction | Smallbore | Roar of Battle | Ricochet Rounds | Ricochet Rounds | Rangefinder | Smallbore | Kill Clip | Target Lock | Dynamic Sway Reduction | Target Lock | Threat Detector | Roar of Battle | Threat Detector | Rangefinder","1015611457|1359896290|1482024992|1673863459|1885400500|1968098204|2846385770|2860123632|2923251173|2939589096|3060983774|365154968|4071163871|4236235115|494941759|509594246","GodPVP","","The Immortal PVP God Roll","Barrel: Smallbore
Magazine: Ricochet Rounds
Perk 1: Rangefinder or Dynamic Sway Reduction (also good: Threat Detector)
Perk 2: Target Lock (also good: Kill Clip)
Masterwork: Range
Origin Trait: Roar of Battle"
"Submission","3886416794","Hammer-Forged Rifling | Subsistence | Demolitionist | Frenzy | Accurized Rounds | Hammer-Forged Rifling | Accurized Rounds | Demolitionist | Frenzy | Subsistence","1147230557|1820235745|1906147653|3007133316|3142289711|3250034553|3267421167|3523296417|4104185692|4245865861","GodPVE","","Submission PVE God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Subsistence
Perk 2: Frenzy or Demolitionist
Masterwork: Range"
"Submission","3886416794","Encore | Perpetual Motion | Full Bore | Perpetual Motion | Full Bore | Killing Wind | Accurized Rounds | Accurized Rounds | Killing Wind | Encore","1195158366|1428297954|1871180748|2014892510|202670084|2450788523|3142289711|3267421167|4207509907|838873202","GodPVP","","Submission PVP God Roll","Barrel: Full Bore
Magazine: Accurized Rounds
Perk 1: Perpetual Motion or Encore
Perk 2: Killing Wind
Masterwork: Range"
"Shayura's Wrath","2022294213","Fluted Barrel | Flared Magwell | Fluted Barrel | Destabilizing Rounds | Destabilizing Rounds | Repulsor Brace | Flared Magwell | Repulsor Brace","1124871858|1709045111|1840239774|1926441324|2048641572|2541826827|3230963543|776531651","GodPVE","","Shayura's Wrath PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Repulsor Brace
Perk 2: Destabilizing Rounds
Masterwork: Reload Speed"
"Shayura's Wrath","2022294213","Kill Clip | Hammer-Forged Rifling | Dynamic Sway Reduction | Tap the Trigger | Zen Moment | Ricochet Rounds | Tap the Trigger | Ricochet Rounds | Zen Moment | Kill Clip | Dynamic Sway Reduction | Hammer-Forged Rifling","1015611457|1147230557|1359896290|1523649716|1748774930|1885400500|1890422124|1968098204|2387244414|2923251173|3060983774|3250034553","GodPVP","","Shayura's Wrath PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Dynamic Sway Reduction (also good: Zen Moment)
Perk 2: Kill Clip (also good: Tap The Trigger)
Masterwork: Range"
"Seraphine Haze","1524387902","Fluted Barrel | Flared Magwell | Subsistence | Fluted Barrel | Demolitionist | Crystalline Corpsebloom | Desperate Measures | Desperate Measures | Crystalline Corpsebloom | Flared Magwell | Demolitionist | Tenacity | Subsistence | Tenacity","1124871858|1709045111|1820235745|1840239774|1906147653|2078520142|2109543898|2799030358|2922950962|3230963543|3523296417|3911709647|4245865861|483923727","GodPVE","","Seraphine Haze PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Demolitionist (also good: Subsistence)
Perk 2: Crystalline Corpsebloom (also good: Desperate Measures)
Masterwork: Stability or Reload Speed
Origin Trait: Tenacity"
"Seraphine Haze","1524387902","Hammer-Forged Rifling | Dynamic Sway Reduction | Target Lock | Dynamic Sway Reduction | Accurized Rounds | Hammer-Forged Rifling | Accurized Rounds | Target Lock | Tenacity | Tenacity","1147230557|1359896290|2939589096|3060983774|3142289711|3250034553|3267421167|365154968|3911709647|483923727","GodPVP","","Seraphine Haze PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Dynamic Sway Reduction
Perk 2: Target Lock
Masterwork: Range
Origin Trait: Tenacity"
"Rapacious Appetite","1081724548","Appended Mag | Appended Mag | Fluted Barrel | Fourth Time's the Charm | Polygonal Rifling | Flared Magwell | Fluted Barrel | Frenzy | Flared Magwell | Polygonal Rifling | Frenzy | Fourth Time's the Charm","1065371964|1087426260|1124871858|1354429876|1392496348|1709045111|1840239774|3007133316|3230963543|3966296580|4104185692|848860060","GodPVE","","Rapacious Appetite PVE God Roll","Barrel: Polygonal Rifling or Fluted Barrel
Magazine: Flared Magwell or Appended Mag
Perk 1: Fourth Time’s the Charm
Perk 2: Frenzy
Masterwork: Range or Handling"
"Rapacious Appetite","1081724548","Hammer-Forged Rifling | Perpetual Motion | High-Caliber Rounds | Ricochet Rounds | Ricochet Rounds | Perpetual Motion | Target Lock | Hammer-Forged Rifling | Target Lock | High-Caliber Rounds","1147230557|1428297954|1561002382|1885400500|1968098204|2014892510|2939589096|3250034553|365154968|494745090","GodPVP","","Rapacious Appetite PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds or High-Caliber Rounds
Perk 1: Perpetual Motion
Perk 2: Target Lock
Masterwork: Range"
"Qua Nilus II","190747610","Wild Card | Appended Mag | Appended Mag | Fluted Barrel | Swashbuckler | Dragonfly | Fluted Barrel | Dragonfly | Slice | Surrounded | Swashbuckler | Proximity Power | Wild Card | Surrounded | Proximity Power | Slice","1050127423|1065371964|1087426260|1124871858|1161469972|169755979|1840239774|2848615171|3422796781|3708227201|4082225868|4190679284|501821599|781192741|820036316|923806249","GodPVE","","Qua Nilus II PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag
Perk 1: Proximity Power or Slice
Perk 2: Swashbuckler or Dragonfly (also good: Surrounded)
Masterwork: Reload Speed
Origin Trait: Wild Card"
